name,ratio,p.adj,sig,cond,day,role
DDX1,-0.248,0.724,FALSE,436vsGFP,0,
LIG3,-0.54,0.724,FALSE,436vsGFP,0,
NUMA1,-1.53,0.724,FALSE,436vsGFP,0,
POLR2H,-0.41,0.724,FALSE,436vsGFP,0,
MTA3,-0.254,0.725,FALSE,436vsGFP,0,
UGDH,0.259,0.725,FALSE,436vsGFP,0,
ZC3HAV1,-0.433,0.725,FALSE,436vsGFP,0,
CAPZB,0.377,0.726,FALSE,436vsGFP,0,
NOP2,-0.578,0.726,FALSE,436vsGFP,0,
VPS33A,0.397,0.726,FALSE,436vsGFP,0,
SLC25A13,0.214,0.727,FALSE,436vsGFP,0,
HNRNPL,-0.605,0.728,FALSE,436vsGFP,0,
DHX15,-0.184,0.73,FALSE,436vsGFP,0,
AHDC1,-1.28,0.731,FALSE,436vsGFP,0,
FLNA,-0.215,0.731,FALSE,436vsGFP,0,
RBM26,-0.949,0.731,FALSE,436vsGFP,0,
PSMF1,0.358,0.732,FALSE,436vsGFP,0,
GLS,0.473,0.733,FALSE,436vsGFP,0,
PICALM,0.363,0.733,FALSE,436vsGFP,0,
TBRG4,0.315,0.733,FALSE,436vsGFP,0,
HNRNPUL1,-1.31,0.735,FALSE,436vsGFP,0,
FSCN1,0.186,0.736,FALSE,436vsGFP,0,
RBPMS2,0.218,0.736,FALSE,436vsGFP,0,
SARS,0.279,0.736,FALSE,436vsGFP,0,
IPO4,-0.55,0.738,FALSE,436vsGFP,0,
PDS5B,-0.837,0.738,FALSE,436vsGFP,0,
RIOK1,-0.528,0.738,FALSE,436vsGFP,0,
TTLL12,0.228,0.738,FALSE,436vsGFP,0,
NARS,0.389,0.739,FALSE,436vsGFP,0,
WAPAL,-2.39,0.739,FALSE,436vsGFP,0,
MTHFD1L,0.247,0.742,FALSE,436vsGFP,0,
RBM41,-0.973,0.742,FALSE,436vsGFP,0,
SNRPD2,-0.399,0.742,FALSE,436vsGFP,0,
DHCR24,0.264,0.743,FALSE,436vsGFP,0,
MECP2,1.02,0.743,FALSE,436vsGFP,0,
CSRP2,0.342,0.744,FALSE,436vsGFP,0,
G6PD,0.183,0.744,FALSE,436vsGFP,0,
EXOC4,-0.268,0.745,FALSE,436vsGFP,0,
GNL3,-0.243,0.745,FALSE,436vsGFP,0,
PDHA1,0.31,0.745,FALSE,436vsGFP,0,
NVL,-2.8,0.746,FALSE,436vsGFP,0,
PHF8,-0.727,0.746,FALSE,436vsGFP,0,
IKBKAP,-0.718,0.747,FALSE,436vsGFP,0,
RPA2,-0.646,0.747,FALSE,436vsGFP,0,
SETD1A,-0.966,0.747,FALSE,436vsGFP,0,
SQLE,0.307,0.747,FALSE,436vsGFP,0,
ZBTB21,-0.735,0.747,FALSE,436vsGFP,0,
COQ6,0.708,0.748,FALSE,436vsGFP,0,
OXA1L,0.285,0.748,FALSE,436vsGFP,0,
PRMT5,-1.12,0.748,FALSE,436vsGFP,0,
CYP51A1,0.386,0.749,FALSE,436vsGFP,0,
IDH1,0.225,0.749,FALSE,436vsGFP,0,
CLSPN,-0.634,0.75,FALSE,436vsGFP,0,
PYCR2,-0.29,0.75,FALSE,436vsGFP,0,
SNRPA1,-0.383,0.751,FALSE,436vsGFP,0,
ANXA2,0.496,0.752,FALSE,436vsGFP,0,
CELF1,-1.72,0.752,FALSE,436vsGFP,0,
GANAB,0.281,0.752,FALSE,436vsGFP,0,
PRDX5,0.433,0.753,FALSE,436vsGFP,0,
NSDHL,0.325,0.755,FALSE,436vsGFP,0,
RBM25,-0.738,0.755,FALSE,436vsGFP,0,
HNRNPA2B1,-0.58,0.757,FALSE,436vsGFP,0,
OCRL,-0.585,0.757,FALSE,436vsGFP,0,
SUPT5H,-0.539,0.757,FALSE,436vsGFP,0,
HADHB,0.338,0.758,FALSE,436vsGFP,0,
FIP1L1,-0.831,0.759,FALSE,436vsGFP,0,
KBTBD7,-0.871,0.759,FALSE,436vsGFP,0,
DDX21,-0.361,0.76,FALSE,436vsGFP,0,
MED23,-3.24,0.76,FALSE,436vsGFP,0,
ZFC3H1,-1.5,0.76,FALSE,436vsGFP,0,
HSPA8,-0.249,0.761,FALSE,436vsGFP,0,
SLC2A1,-0.284,0.761,FALSE,436vsGFP,0,
GFM1,0.274,0.762,FALSE,436vsGFP,0,
TMED10,0.306,0.762,FALSE,436vsGFP,0,
FAM175B,1,0.763,FALSE,436vsGFP,0,
HIST1H1C,-0.631,0.764,FALSE,436vsGFP,0,
NIFK,-0.466,0.764,FALSE,436vsGFP,0,
RSF1,-1.37,0.764,FALSE,436vsGFP,0,
SBNO1,-3.05,0.764,FALSE,436vsGFP,0,
TTN,-3.69,0.764,FALSE,436vsGFP,0,
KIF2C,-0.207,0.765,FALSE,436vsGFP,0,
AASDHPPT,-0.309,0.766,FALSE,436vsGFP,0,
INTS3,-0.784,0.766,FALSE,436vsGFP,0,
UBLCP1,-0.25,0.766,FALSE,436vsGFP,0,
PAXIP1,-0.827,0.767,FALSE,436vsGFP,0,
WBP11,-0.936,0.767,FALSE,436vsGFP,0,
PMS1,-2.49,0.768,FALSE,436vsGFP,0,
RPLP0,0.225,0.768,FALSE,436vsGFP,0,
TCF7L1,-0.958,0.768,FALSE,436vsGFP,0,
UTP14A,-2.28,0.768,FALSE,436vsGFP,0,
ZNF8,-1.79,0.768,FALSE,436vsGFP,0,
CKB,0.502,0.77,FALSE,436vsGFP,0,
POLR2A,-0.922,0.77,FALSE,436vsGFP,0,
BCL9,-0.951,0.771,FALSE,436vsGFP,0,
DNAJC13,0.501,0.771,FALSE,436vsGFP,0,
NAA50,0.281,0.771,FALSE,436vsGFP,0,
OXCT1,0.245,0.771,FALSE,436vsGFP,0,
PRPF4B,-0.724,0.771,FALSE,436vsGFP,0,
CARS,0.352,0.773,FALSE,436vsGFP,0,
UBA2,0.32,0.773,FALSE,436vsGFP,0,
JAGN1,-0.38,0.774,FALSE,436vsGFP,0,
LONP1,0.377,0.774,FALSE,436vsGFP,0,
CLASRP,-0.676,0.775,FALSE,436vsGFP,0,
RBM4,0.422,0.775,FALSE,436vsGFP,0,
RPL23,-0.164,0.775,FALSE,436vsGFP,0,
CON__P62894,0.68,0.776,FALSE,436vsGFP,0,
EMC1,0.231,0.776,FALSE,436vsGFP,0,
ALDH18A1,-0.155,0.777,FALSE,436vsGFP,0,
CXorf56,-0.707,0.777,FALSE,436vsGFP,0,
ACACA,0.23,0.779,FALSE,436vsGFP,0,
TRIM28,-1.03,0.779,FALSE,436vsGFP,0,
SMARCA1,-0.706,0.78,FALSE,436vsGFP,0,
ORC5,-0.268,0.781,FALSE,436vsGFP,0,
ATP5J2-PTCD1,0.392,0.782,FALSE,436vsGFP,0,
SDHA,0.4,0.785,FALSE,436vsGFP,0,
LIN54,0.82,0.786,FALSE,436vsGFP,0,
PRPF4,-0.65,0.786,FALSE,436vsGFP,0,
RPA1,-0.491,0.786,FALSE,436vsGFP,0,
RPL13A,0.18,0.786,FALSE,436vsGFP,0,
KIF23,-2.66,0.787,FALSE,436vsGFP,0,
PRR12,-2.13,0.787,FALSE,436vsGFP,0,
SORD,0.497,0.787,FALSE,436vsGFP,0,
EI24,0.368,0.788,FALSE,436vsGFP,0,
PATL1,0.308,0.788,FALSE,436vsGFP,0,
PHB2,0.2,0.788,FALSE,436vsGFP,0,
PRDX6,0.198,0.788,FALSE,436vsGFP,0,
XRN2,-0.597,0.788,FALSE,436vsGFP,0,
GTF3C5,-0.995,0.789,FALSE,436vsGFP,0,
HADH,0.582,0.789,FALSE,436vsGFP,0,
LARS,0.138,0.789,FALSE,436vsGFP,0,
ING3,-1.11,0.79,FALSE,436vsGFP,0,
CECR5,0.311,0.791,FALSE,436vsGFP,0,
MRPL41,0.321,0.791,FALSE,436vsGFP,0,
NDUFA4,0.451,0.791,FALSE,436vsGFP,0,
TRMT5,-0.288,0.791,FALSE,436vsGFP,0,
MRPL23,0.274,0.793,FALSE,436vsGFP,0,
RBM39,-0.187,0.793,FALSE,436vsGFP,0,
ANLN,-1.71,0.794,FALSE,436vsGFP,0,
PRDX3,0.798,0.794,FALSE,436vsGFP,0,
CNDP2,0.205,0.795,FALSE,436vsGFP,0,
GPX4,-0.236,0.795,FALSE,436vsGFP,0,
PFKP,0.166,0.795,FALSE,436vsGFP,0,
PSMA3,0.227,0.795,FALSE,436vsGFP,0,
RMI1,0.645,0.795,FALSE,436vsGFP,0,
SLC3A2,0.257,0.795,FALSE,436vsGFP,0,
BLM,-2.4,0.796,FALSE,436vsGFP,0,
E2F6,-0.883,0.796,FALSE,436vsGFP,0,
GTPBP4,-0.386,0.796,FALSE,436vsGFP,0,
KANK1,-0.864,0.796,FALSE,436vsGFP,0,
PDHB,0.186,0.796,FALSE,436vsGFP,0,
TOP1,-0.24,0.796,FALSE,436vsGFP,0,
NOL11,-0.864,0.797,FALSE,436vsGFP,0,
RPL18A,-0.182,0.797,FALSE,436vsGFP,0,
DNTTIP2,-2.31,0.798,FALSE,436vsGFP,0,
HELZ,0.278,0.798,FALSE,436vsGFP,0,
KIF4A,-2.18,0.798,FALSE,436vsGFP,0,
SNX2,0.176,0.798,FALSE,436vsGFP,0,
TBC1D15,-3.84,0.798,FALSE,436vsGFP,0,
TCEB3,-2.85,0.798,FALSE,436vsGFP,0,
MYH9,0.446,0.799,FALSE,436vsGFP,0,
PIAS4,-0.844,0.799,FALSE,436vsGFP,0,
NDUFA10,0.29,0.8,FALSE,436vsGFP,0,
SEC61A1,0.191,0.8,FALSE,436vsGFP,0,
ATP5A1,0.158,0.801,FALSE,436vsGFP,0,
EEF1A1,0.172,0.801,FALSE,436vsGFP,0,
RBM19,-2.45,0.801,FALSE,436vsGFP,0,
WDR43,-0.758,0.801,FALSE,436vsGFP,0,
MAP4,-0.276,0.802,FALSE,436vsGFP,0,
NKRF,-1.86,0.802,FALSE,436vsGFP,0,
NTPCR,0.414,0.802,FALSE,436vsGFP,0,
ATAD3B,0.548,0.803,FALSE,436vsGFP,0,
NOSIP,-0.562,0.803,FALSE,436vsGFP,0,
QARS,0.155,0.803,FALSE,436vsGFP,0,
ANXA5,0.447,0.804,FALSE,436vsGFP,0,
DMAP1,-1.13,0.804,FALSE,436vsGFP,0,
GPT2,0.407,0.804,FALSE,436vsGFP,0,
OAT,0.224,0.804,FALSE,436vsGFP,0,
MAT2A,0.178,0.805,FALSE,436vsGFP,0,
NCOA5,1.25,0.805,FALSE,436vsGFP,0,
PHF5A,0.388,0.805,FALSE,436vsGFP,0,
PTBP3,-0.232,0.805,FALSE,436vsGFP,0,
SF3A1,-2.05,0.805,FALSE,436vsGFP,0,
TAF4,-0.772,0.805,FALSE,436vsGFP,0,
TCEB1,0.463,0.805,FALSE,436vsGFP,0,
XRCC5,-0.198,0.805,FALSE,436vsGFP,0,
YWHAH,0.488,0.805,FALSE,436vsGFP,0,
ARID1A,0.765,0.806,FALSE,436vsGFP,0,
PCNP,-1.7,0.806,FALSE,436vsGFP,0,
PPP1CC,-1.03,0.806,FALSE,436vsGFP,0,
RRS1,-1.84,0.806,FALSE,436vsGFP,0,
CHAF1A,-0.739,0.807,FALSE,436vsGFP,0,
NAA10,0.189,0.807,FALSE,436vsGFP,0,
RBM27,-1.07,0.807,FALSE,436vsGFP,0,
HSD17B7,-0.247,0.809,FALSE,436vsGFP,0,
MAPRE2,-0.471,0.809,FALSE,436vsGFP,0,
NIPSNAP1,0.373,0.81,FALSE,436vsGFP,0,
PEF1,0.6,0.81,FALSE,436vsGFP,0,
PHF12,0.741,0.81,FALSE,436vsGFP,0,
CIAPIN1,-0.296,0.811,FALSE,436vsGFP,0,
FAM207A,-0.484,0.811,FALSE,436vsGFP,0,
PCNA,0.149,0.811,FALSE,436vsGFP,0,
TXNDC5,0.676,0.811,FALSE,436vsGFP,0,
CHD7,-1.78,0.814,FALSE,436vsGFP,0,
ORC2,-1.8,0.814,FALSE,436vsGFP,0,
IGF2BP3,0.146,0.815,FALSE,436vsGFP,0,
TPM3,0.349,0.815,FALSE,436vsGFP,0,
RPL31,0.262,0.817,FALSE,436vsGFP,0,
CAPZA2,0.242,0.818,FALSE,436vsGFP,0,
EMG1,-0.395,0.818,FALSE,436vsGFP,0,
MIS18A,-0.899,0.819,FALSE,436vsGFP,0,
TSFM,0.235,0.819,FALSE,436vsGFP,0,
EIF3B,-0.178,0.82,FALSE,436vsGFP,0,
GDI2,0.437,0.82,FALSE,436vsGFP,0,
HNRNPM,-0.177,0.82,FALSE,436vsGFP,0,
RBPJ,-0.244,0.82,FALSE,436vsGFP,0,
ARID1B,0.316,0.821,FALSE,436vsGFP,0,
GLDC,0.243,0.821,FALSE,436vsGFP,0,
MTHFD1,0.184,0.822,FALSE,436vsGFP,0,
PBRM1,-2.08,0.822,FALSE,436vsGFP,0,
POLR3C,-1.93,0.822,FALSE,436vsGFP,0,
PPP6R3,-1.12,0.822,FALSE,436vsGFP,0,
SLC25A1,0.248,0.822,FALSE,436vsGFP,0,
CECR2,-0.212,0.823,FALSE,436vsGFP,0,
MRPL45,0.271,0.823,FALSE,436vsGFP,0,
ALDH9A1,0.444,0.824,FALSE,436vsGFP,0,
NFRKB,-1.75,0.824,FALSE,436vsGFP,0,
NT5DC2,0.188,0.824,FALSE,436vsGFP,0,
POLD1,-0.543,0.824,FALSE,436vsGFP,0,
SARS2,0.35,0.824,FALSE,436vsGFP,0,
AP1M1,-0.842,0.825,FALSE,436vsGFP,0,
CRNKL1,-0.24,0.825,FALSE,436vsGFP,0,
SPTLC1,0.258,0.825,FALSE,436vsGFP,0,
RRP12,-0.741,0.826,FALSE,436vsGFP,0,
CTR9,-2.18,0.827,FALSE,436vsGFP,0,
FKBP8,0.284,0.827,FALSE,436vsGFP,0,
PSMC3,-0.462,0.827,FALSE,436vsGFP,0,
SEC23B,0.199,0.827,FALSE,436vsGFP,0,
UBE2D3,0.158,0.827,FALSE,436vsGFP,0,
KMT2D,-0.504,0.828,FALSE,436vsGFP,0,
WDR3,-0.717,0.828,FALSE,436vsGFP,0,
ADD1,0.183,0.829,FALSE,436vsGFP,0,
CCT2,0.147,0.829,FALSE,436vsGFP,0,
MLF2,0.371,0.829,FALSE,436vsGFP,0,
ZNF813,-1.89,0.829,FALSE,436vsGFP,0,
NCAPG,-0.312,0.83,FALSE,436vsGFP,0,
SYMPK,-2.79,0.83,FALSE,436vsGFP,0,
CCT3,0.14,0.831,FALSE,436vsGFP,0,
HK1,0.187,0.831,FALSE,436vsGFP,0,
RALY,-0.739,0.831,FALSE,436vsGFP,0,
MATR3,-0.22,0.832,FALSE,436vsGFP,0,
TIMM44,0.542,0.832,FALSE,436vsGFP,0,
USP5,-0.392,0.832,FALSE,436vsGFP,0,
NCBP2-AS2,-0.368,0.833,FALSE,436vsGFP,0,
OPA1,0.28,0.833,FALSE,436vsGFP,0,
RPS17,0.313,0.833,FALSE,436vsGFP,0,
ATP13A1,0.226,0.834,FALSE,436vsGFP,0,
C14orf166,-0.224,0.834,FALSE,436vsGFP,0,
CNN2,-0.231,0.834,FALSE,436vsGFP,0,
ENO1,0.192,0.834,FALSE,436vsGFP,0,
MRPL13,0.267,0.834,FALSE,436vsGFP,0,
NAP1L1,-0.529,0.834,FALSE,436vsGFP,0,
PTPN12,-0.487,0.834,FALSE,436vsGFP,0,
SFXN1,0.209,0.834,FALSE,436vsGFP,0,
CPSF4,-0.903,0.835,FALSE,436vsGFP,0,
INTS9,-0.302,0.835,FALSE,436vsGFP,0,
PTCD3,-0.767,0.835,FALSE,436vsGFP,0,
RPN1,0.161,0.835,FALSE,436vsGFP,0,
DYNLL1,-0.367,0.836,FALSE,436vsGFP,0,
ERP29,0.321,0.836,FALSE,436vsGFP,0,
HMGB1,-1.17,0.836,FALSE,436vsGFP,0,
KANSL3,-0.92,0.836,FALSE,436vsGFP,0,
MCM5,0.145,0.836,FALSE,436vsGFP,0,
TAF6L,-0.724,0.836,FALSE,436vsGFP,0,
UBAP2L,-0.337,0.836,FALSE,436vsGFP,0,
ZNF195,-1.5,0.836,FALSE,436vsGFP,0,
ACP1,0.348,0.837,FALSE,436vsGFP,0,
CAP1,0.316,0.837,FALSE,436vsGFP,0,
HSPB1,0.248,0.837,FALSE,436vsGFP,0,
POP1,-0.229,0.837,FALSE,436vsGFP,0,
PRDX1,0.405,0.837,FALSE,436vsGFP,0,
UGP2,0.238,0.837,FALSE,436vsGFP,0,
ZNF292,-0.793,0.837,FALSE,436vsGFP,0,
ATP5O,0.267,0.838,FALSE,436vsGFP,0,
PYGB,0.184,0.838,FALSE,436vsGFP,0,
RNPS1,-0.416,0.838,FALSE,436vsGFP,0,
CON__P00761,0.349,0.839,FALSE,436vsGFP,0,
IGF2BP1,0.169,0.839,FALSE,436vsGFP,0,
Q14194-2,0.213,0.839,FALSE,436vsGFP,0,
TOPBP1,-1.64,0.839,FALSE,436vsGFP,0,
TXNDC12,0.48,0.839,FALSE,436vsGFP,0,
UCHL1,0.3,0.839,FALSE,436vsGFP,0,
ATXN2L,0.201,0.84,FALSE,436vsGFP,0,
HYOU1,0.155,0.84,FALSE,436vsGFP,0,
PYCR1,-0.284,0.84,FALSE,436vsGFP,0,
AARS,0.332,0.841,FALSE,436vsGFP,0,
RBM15B,-1.41,0.841,FALSE,436vsGFP,0,
RNF113A,0.776,0.841,FALSE,436vsGFP,0,
SIN3A,-0.339,0.841,FALSE,436vsGFP,0,
SUGT1,-0.378,0.841,FALSE,436vsGFP,0,
THUMPD3,-0.228,0.841,FALSE,436vsGFP,0,
ZNF24,-1.75,0.841,FALSE,436vsGFP,0,
IPO8,1.74,0.842,FALSE,436vsGFP,0,
SETX,-0.738,0.842,FALSE,436vsGFP,0,
CMAS,-0.26,0.843,FALSE,436vsGFP,0,
HACD3,0.269,0.843,FALSE,436vsGFP,0,
IGBP1,-0.504,0.843,FALSE,436vsGFP,0,
IGF2BP2,0.229,0.843,FALSE,436vsGFP,0,
SRRM1,-0.385,0.843,FALSE,436vsGFP,0,
TAF15,-0.904,0.843,FALSE,436vsGFP,0,
TUBB3,0.185,0.843,FALSE,436vsGFP,0,
MAGED1,0.261,0.844,FALSE,436vsGFP,0,
RPS5,0.285,0.844,FALSE,436vsGFP,0,
CHD8,-2.15,0.845,FALSE,436vsGFP,0,
DDX27,-0.362,0.845,FALSE,436vsGFP,0,
FAM208B,-2.14,0.845,FALSE,436vsGFP,0,
NCOR1.1,-2.79,0.845,FALSE,436vsGFP,0,
NOL8,-0.688,0.845,FALSE,436vsGFP,0,
UBTF,-1.7,0.845,FALSE,436vsGFP,0,
ALDOA,0.636,0.846,FALSE,436vsGFP,0,
ARPC1A,0.255,0.846,FALSE,436vsGFP,0,
CDC40,-0.44,0.846,FALSE,436vsGFP,0,
CPSF7,0.254,0.846,FALSE,436vsGFP,0,
EIF3H,-0.46,0.846,FALSE,436vsGFP,0,
NCBP1,-0.554,0.846,FALSE,436vsGFP,0,
PABPC1,0.303,0.846,FALSE,436vsGFP,0,
RPS27A,-0.392,0.846,FALSE,436vsGFP,0,
DCAF7,0.256,0.847,FALSE,436vsGFP,0,
EIF2AK2,-0.144,0.847,FALSE,436vsGFP,0,
PSMA7,0.256,0.847,FALSE,436vsGFP,0,
PTRH2,0.423,0.847,FALSE,436vsGFP,0,
EYA3,0.465,0.848,FALSE,436vsGFP,0,
GEMIN4,-0.414,0.848,FALSE,436vsGFP,0,
CCT6A,0.148,0.849,FALSE,436vsGFP,0,
HNRNPA3,-0.395,0.849,FALSE,436vsGFP,0,
PPIG,-2.17,0.849,FALSE,436vsGFP,0,
TFIP11,-0.718,0.849,FALSE,436vsGFP,0,
THOC3,0.253,0.849,FALSE,436vsGFP,0,
TUFM,0.152,0.849,FALSE,436vsGFP,0,
YARS2,0.283,0.849,FALSE,436vsGFP,0,
FAM98B,-0.312,0.85,FALSE,436vsGFP,0,
GSPT1,-0.169,0.85,FALSE,436vsGFP,0,
TNK1,-1.62,0.85,FALSE,436vsGFP,0,
RPL13,0.154,0.851,FALSE,436vsGFP,0,
XPO1,0.107,0.851,FALSE,436vsGFP,0,
EBNA1BP2,-0.623,0.852,FALSE,436vsGFP,0,
KIAA0196,0.415,0.852,FALSE,436vsGFP,0,
NELFB,-0.38,0.852,FALSE,436vsGFP,0,
TBL3,-0.373,0.852,FALSE,436vsGFP,0,
ACTL6A,-0.417,0.853,FALSE,436vsGFP,0,
CYFIP2,0.361,0.853,FALSE,436vsGFP,0,
MCM2,0.133,0.853,FALSE,436vsGFP,0,
RPS7,0.186,0.853,FALSE,436vsGFP,0,
DHX38,-1.6,0.854,FALSE,436vsGFP,0,
PPIA,0.418,0.854,FALSE,436vsGFP,0,
RAD50,-0.324,0.854,FALSE,436vsGFP,0,
SF3B2,-1.56,0.854,FALSE,436vsGFP,0,
TSTA3,0.29,0.854,FALSE,436vsGFP,0,
YY1,-0.843,0.854,FALSE,436vsGFP,0,
CCNL1,-0.662,0.855,FALSE,436vsGFP,0,
GGCT,0.302,0.855,FALSE,436vsGFP,0,
OTUD4,-0.228,0.855,FALSE,436vsGFP,0,
POGZ,-0.65,0.855,FALSE,436vsGFP,0,
RPS8,-0.12,0.855,FALSE,436vsGFP,0,
TEX10,-0.413,0.855,FALSE,436vsGFP,0,
TPP2,0.162,0.855,FALSE,436vsGFP,0,
COPE,-0.357,0.856,FALSE,436vsGFP,0,
GATB,0.209,0.856,FALSE,436vsGFP,0,
RDH11,0.164,0.856,FALSE,436vsGFP,0,
SMEK1,-1.76,0.856,FALSE,436vsGFP,0,
TALDO1,0.155,0.856,FALSE,436vsGFP,0,
AFG3L2,0.43,0.857,FALSE,436vsGFP,0,
CAPRIN1,0.266,0.857,FALSE,436vsGFP,0,
CLTC,0.174,0.857,FALSE,436vsGFP,0,
DYNLT1,0.174,0.857,FALSE,436vsGFP,0,
MRPL30,0.264,0.857,FALSE,436vsGFP,0,
NIPBL,-2.28,0.857,FALSE,436vsGFP,0,
STAT3,-0.169,0.857,FALSE,436vsGFP,0,
WDR12,-1.12,0.857,FALSE,436vsGFP,0,
MSMO1,0.337,0.858,FALSE,436vsGFP,0,
PAPOLA,-0.58,0.858,FALSE,436vsGFP,0,
RPL38,0.222,0.858,FALSE,436vsGFP,0,
RPS26,-0.283,0.858,FALSE,436vsGFP,0,
TBL2,0.139,0.858,FALSE,436vsGFP,0,
TMEM97,0.292,0.858,FALSE,436vsGFP,0,
VDAC2,0.169,0.858,FALSE,436vsGFP,0,
ANKHD1,-0.346,0.859,FALSE,436vsGFP,0,
ARID3A,-1.74,0.859,FALSE,436vsGFP,0,
BAZ2A,-1.45,0.859,FALSE,436vsGFP,0,
DIS3,-0.127,0.859,FALSE,436vsGFP,0,
RPL12,0.149,0.859,FALSE,436vsGFP,0,
RPS19,0.851,0.859,FALSE,436vsGFP,0,
RRM1,0.136,0.859,FALSE,436vsGFP,0,
SEPT7,0.2,0.859,FALSE,436vsGFP,0,
SET,-1.56,0.859,FALSE,436vsGFP,0,
ALDH7A1,0.237,0.86,FALSE,436vsGFP,0,
EEF1G,0.186,0.86,FALSE,436vsGFP,0,
FAF2,0.277,0.86,FALSE,436vsGFP,0,
HEATR1,-0.735,0.86,FALSE,436vsGFP,0,
HIST1H4A,-1.05,0.86,FALSE,436vsGFP,0,
SEC11A,0.263,0.86,FALSE,436vsGFP,0,
SLTM,0.457,0.86,FALSE,436vsGFP,0,
UBN2,-1.54,0.86,FALSE,436vsGFP,0,
EHMT1,-1.7,0.861,FALSE,436vsGFP,0,
FASN,0.111,0.861,FALSE,436vsGFP,0,
POLR2B,-0.662,0.861,FALSE,436vsGFP,0,
RBM14,0.236,0.861,FALSE,436vsGFP,0,
ZMYM4,-0.579,0.861,FALSE,436vsGFP,0,
CBS,0.172,0.862,FALSE,436vsGFP,0,
PSMA6,0.281,0.862,FALSE,436vsGFP,0,
RPS16,0.16,0.862,FALSE,436vsGFP,0,
RPS21,0.417,0.862,FALSE,436vsGFP,0,
SCAF11,-2.42,0.862,FALSE,436vsGFP,0,
TPR,-0.897,0.862,FALSE,436vsGFP,0,
CWC22,-1.71,0.863,FALSE,436vsGFP,0,
POLR1C,-0.654,0.863,FALSE,436vsGFP,0,
PRRC2B,-0.897,0.863,FALSE,436vsGFP,0,
SRPRB,-0.379,0.863,FALSE,436vsGFP,0,
TECR,-0.259,0.863,FALSE,436vsGFP,0,
ZNF114,0.457,0.863,FALSE,436vsGFP,0,
CDSN,1,0.864,FALSE,436vsGFP,0,
H2AFY,-0.849,0.864,FALSE,436vsGFP,0,
HK2,0.214,0.864,FALSE,436vsGFP,0,
KDM3A,-1.41,0.865,FALSE,436vsGFP,0,
PRDX2,0.237,0.865,FALSE,436vsGFP,0,
SAR1A,0.185,0.865,FALSE,436vsGFP,0,
AHSA1,0.129,0.866,FALSE,436vsGFP,0,
INTS7,-0.226,0.866,FALSE,436vsGFP,0,
KAT5,-0.627,0.866,FALSE,436vsGFP,0,
NOP56,-0.405,0.866,FALSE,436vsGFP,0,
NOP58,-0.378,0.866,FALSE,436vsGFP,0,
RBM10,-0.557,0.866,FALSE,436vsGFP,0,
RER1,0.336,0.866,FALSE,436vsGFP,0,
ZHX2,-1.59,0.866,FALSE,436vsGFP,0,
DSG1,1.67,0.867,FALSE,436vsGFP,0,
GARS,0.168,0.867,FALSE,436vsGFP,0,
MRPL15,-0.38,0.867,FALSE,436vsGFP,0,
PCK2,0.156,0.867,FALSE,436vsGFP,0,
PIAS1,-0.625,0.867,FALSE,436vsGFP,0,
PKM,0.133,0.867,FALSE,436vsGFP,0,
ACTR2,0.155,0.868,FALSE,436vsGFP,0,
DHX40,-0.334,0.868,FALSE,436vsGFP,0,
FLNB,0.275,0.868,FALSE,436vsGFP,0,
GLMN,-0.502,0.868,FALSE,436vsGFP,0,
NDC1,0.209,0.868,FALSE,436vsGFP,0,
PAFAH1B3,0.196,0.868,FALSE,436vsGFP,0,
PDCD6IP,0.168,0.868,FALSE,436vsGFP,0,
RPL27A,0.173,0.868,FALSE,436vsGFP,0,
CHD6,-0.613,0.869,FALSE,436vsGFP,0,
FARSB,0.128,0.869,FALSE,436vsGFP,0,
KPNA1,-0.177,0.869,FALSE,436vsGFP,0,
MIS18BP1,-1.45,0.869,FALSE,436vsGFP,0,
PDCD11,-0.589,0.869,FALSE,436vsGFP,0,
PPP2R1A,0.255,0.869,FALSE,436vsGFP,0,
RPL22,0.106,0.869,FALSE,436vsGFP,0,
SEC13,-0.294,0.869,FALSE,436vsGFP,0,
TXN,-0.248,0.869,FALSE,436vsGFP,0,
AIMP2,0.133,0.87,FALSE,436vsGFP,0,
ASNS,0.112,0.87,FALSE,436vsGFP,0,
ATF7IP,-0.607,0.87,FALSE,436vsGFP,0,
C21orf33,0.203,0.87,FALSE,436vsGFP,0,
CBLL1,0.602,0.87,FALSE,436vsGFP,0,
CDC5L,-1.03,0.87,FALSE,436vsGFP,0,
DDX56,-0.358,0.87,FALSE,436vsGFP,0,
PAXBP1,0.345,0.87,FALSE,436vsGFP,0,
RPRD2,-1.55,0.87,FALSE,436vsGFP,0,
SMARCC1,0.427,0.87,FALSE,436vsGFP,0,
STOML2,0.421,0.87,FALSE,436vsGFP,0,
UTP20,-0.852,0.87,FALSE,436vsGFP,0,
CCZ1B,-0.992,0.871,FALSE,436vsGFP,0,
MYO1B,0.177,0.871,FALSE,436vsGFP,0,
RBM5,-0.771,0.871,FALSE,436vsGFP,0,
REV__Q9C0B2-2,0.715,0.871,FALSE,436vsGFP,0,
ALG1,0.265,0.872,FALSE,436vsGFP,0,
BZW1,-0.186,0.872,FALSE,436vsGFP,0,
CBX2,-1.44,0.872,FALSE,436vsGFP,0,
CHD1L,-1.13,0.872,FALSE,436vsGFP,0,
HMGCS1,0.142,0.872,FALSE,436vsGFP,0,
