name,ID,ZNF436_vs_dK_p.val,ZNF436_vs_dK_p.adj,ZNF436_vs_dK_significant,ZNF436_vs_dK_ratio,dK_centered,GFP_centered,wt_centered,ZNF436_centered,role
BOLA2,A0A499FJE1,0.79864426,0.941,FALSE,0.0354,0.0319,-0.195,-0.068,0.0673,
CALD1,E7EX44,0.804842326,0.941,FALSE,-0.0655,0.0694,-0.158,-0.0412,0.00381,
CDK17,F5H6Z0,0.801388674,0.941,FALSE,0.03,0.109,-0.233,-0.341,0.139,
CHCHD3,C9JRZ6,0.788703693,0.941,FALSE,0.033,0.032,0.0325,-0.216,0.065,
CKAP5,Q14008-2,0.799591189,0.941,FALSE,-0.0351,0.0374,-0.0116,-0.0717,0.00229,
CNP,P09543-2,0.793920658,0.941,FALSE,-0.0513,-0.0376,-0.0212,0.267,-0.0889,
DPCD,Q9BVM2,0.80306426,0.941,FALSE,0.0267,0.0023,-0.0201,-0.0492,0.029,
DROSHA,Q9NRR4-2,0.801811591,0.941,FALSE,-0.0618,0.00435,0.221,-0.041,-0.0575,
EIF6,P56537,0.791771804,0.941,FALSE,-0.0403,-0.139,0.225,0.487,-0.179,
GANAB,Q14697-2,0.806657613,0.941,FALSE,0.0388,-0.153,0.0868,0.478,-0.115,
HIST1H2BL,Q99880,0.798265357,0.941,FALSE,0.0454,-0.0235,-0.334,0.226,0.0219,
HSPB1,P04792,0.797365847,0.941,FALSE,0.0738,0.154,0.148,-0.861,0.227,
LACTB,P83111,0.796291587,0.941,FALSE,0.0468,0.0324,-0.119,-0.144,0.0793,
NEK7,Q8TDX7,0.789234786,0.941,FALSE,0.0374,0.08,-0.0287,-0.376,0.117,
OXCT1,P55809,0.799126002,0.941,FALSE,-0.0453,0.0587,0.543,-0.506,0.0133,
PPP2R2A,P63151,0.795144532,0.941,FALSE,-0.0258,-0.0096,0.219,-0.0561,-0.0354,
RRAS2,P62070,0.806201085,0.941,FALSE,-0.0473,-0.0606,0.0481,0.305,-0.108,
RTN4,Q9NQC3,0.797766196,0.941,FALSE,0.0409,-0.0226,-0.203,0.144,0.0183,
SFPQ,A0A8Q3WMA7,0.791670039,0.941,FALSE,-0.0331,0.144,-0.355,-0.274,0.111,
TMEM263,Q8WUH6,0.794398084,0.941,FALSE,-0.0555,0.148,-0.0167,-0.471,0.0928,
TTC37,Q6PGP7,0.798007397,0.941,FALSE,0.027,-0.00441,0.069,-0.0824,0.0226,
VPS26A,O75436,0.799240135,0.941,FALSE,-0.0354,0.106,-0.345,-0.123,0.0705,
ANP32A,P39687,0.81034758,0.942,FALSE,0.06,0.0467,-0.00329,-0.305,0.107,
API5,Q9BZZ5-2,0.81839621,0.942,FALSE,-0.0525,0.0434,0.151,-0.169,-0.00915,
ATXN10,Q9UBB4-2,0.818822255,0.942,FALSE,-0.0401,-0.0369,0.111,0.154,-0.077,
C17orf62,Q9BQA9,0.817739735,0.942,FALSE,-0.0543,0.0315,-0.133,0.0715,-0.0229,
CMAS,Q8NFW8,0.807852261,0.942,FALSE,-0.0205,-0.0343,0.146,0.0809,-0.0547,
COPG1,Q9Y678,0.821295919,0.942,FALSE,-0.0244,0.0301,-0.259,0.101,0.00576,
COPG2,Q9UBF2,0.818178087,0.942,FALSE,-0.0147,-0.0116,0.057,0.0377,-0.0263,
COTL1,Q14019,0.825758849,0.942,FALSE,0.0445,0.012,-0.492,0.191,0.0564,
EIF4G1,Q04637-9,0.816341253,0.942,FALSE,0.044,-0.0727,0.172,0.0879,-0.0286,
EPM2AIP1,Q7L775,0.815373287,0.942,FALSE,0.0386,0.142,0.125,-0.729,0.181,
GLUD1,P00367,0.823608176,0.942,FALSE,-0.0408,0.159,-0.45,-0.255,0.118,
HUWE1,Q7Z6Z7-2,0.822646207,0.942,FALSE,-0.0166,0.0137,0.0902,-0.0819,-0.00286,
IQGAP1,P46940,0.813539392,0.942,FALSE,0.0386,-0.066,0.0242,0.171,-0.0274,
IQGAP2,F5H7S7,0.813399064,0.942,FALSE,0.0605,0.0927,-0.944,0.138,0.153,
MAGT1,A0A8I5KUC4,0.811950533,0.942,FALSE,0.0291,0.0264,-0.211,-0.0234,0.0556,
NAA35,Q5VZE5,0.814506343,0.942,FALSE,0.0348,-0.00546,-0.0793,0.00514,0.0293,
PCCB,E9PDR0,0.817761054,0.942,FALSE,-0.0503,0.174,0.00792,-0.603,0.124,
PHGDH,A0A286YF22,0.818023424,0.942,FALSE,0.0345,-0.15,0.304,0.329,-0.116,
PRMT1,E9PKG1,0.815427308,0.942,FALSE,0.0474,-0.0165,0.0754,-0.0793,0.0309,
RELA,Q2TAM5,0.823942461,0.942,FALSE,0.0254,-0.0443,-0.0711,0.174,-0.0189,
RNH1,P13489,0.815182045,0.942,FALSE,0.03,0.104,-0.355,-0.239,0.134,
RPS9,P46781,0.823379654,0.942,FALSE,0.0222,-0.115,0.144,0.319,-0.0928,
RRAGA,Q7L523,0.814705851,0.942,FALSE,0.0359,-0.0215,-0.0243,0.0302,0.0145,
SMC4,E9PD53,0.825561479,0.942,FALSE,-0.0409,-0.15,0.249,0.516,-0.191,
TNRC18,H9KVB4,0.814576747,0.942,FALSE,-0.0408,-0.0238,0.0284,0.158,-0.0646,
TRPV1,A0A0B4J2A0,0.815364903,0.942,FALSE,0.0348,-0.105,-0.00149,0.353,-0.0705,
TWF1,Q12792,0.826958479,0.942,FALSE,0.0489,-0.0246,-0.394,0.264,0.0243,
UGP2,Q16851,0.822666774,0.942,FALSE,0.0402,0.258,-0.149,-1.01,0.298,
UMPS,P11172,0.820921562,0.942,FALSE,0.0375,-0.201,0.157,0.623,-0.163,
AQR,O60306,0.846759584,0.943,FALSE,0.0331,-0.198,0.125,0.644,-0.165,
ARF1,A0A8V8TNZ5,0.829567485,0.943,FALSE,0.0176,-0.0337,-0.0408,0.127,-0.0162,
ARL2,P36404,0.838621929,0.943,FALSE,0.022,-0.0154,0.0191,0.005,0.00656,
ARL3,P36405,0.837531084,0.943,FALSE,0.0211,-0.12,0.0611,0.397,-0.0989,
CCDC47,Q96A33,0.840151443,0.943,FALSE,-0.0319,0.016,-0.295,0.196,-0.0158,
CCT3,P49368,0.845406006,0.943,FALSE,-0.0146,-0.058,0.544,-0.102,-0.0726,
DDX39B,Q13838-2,0.838315942,0.943,FALSE,0.0166,-0.0155,-0.00514,0.0321,0.00112,
DERL2,Q9GZP9,0.831447463,0.943,FALSE,0.0239,-0.0221,0.0571,0.00273,0.00173,
DNAAF5,Q86Y56-2,0.829423503,0.943,FALSE,-0.0406,-0.0893,0.314,0.229,-0.13,
DYSF,O75923-4,0.84386041,0.943,FALSE,-0.0393,0.162,-0.163,-0.459,0.122,
FLII,Q13045,0.836401044,0.943,FALSE,0.0229,0.0554,-0.0276,-0.249,0.0783,
GFM1,Q96RP9-2,0.835042274,0.943,FALSE,-0.0391,-0.0403,-0.3,0.439,-0.0794,
GSK3B,P49841-2,0.839687462,0.943,FALSE,-0.034,0.0869,0.0576,-0.318,0.0529,
GYS1,P13807,0.844947807,0.943,FALSE,0.0437,0.195,0.192,-0.994,0.238,
H1F0,P07305,0.836357048,0.943,FALSE,0.0393,0.147,-0.448,-0.366,0.186,
HMGCS2,P54868,0.842780649,0.943,FALSE,-0.0337,0.184,-0.986,-0.0128,0.151,
MAP2K1,A0A8I5KVF6,0.836352407,0.943,FALSE,-0.0378,0.187,-0.563,-0.296,0.149,
NOP56,O00567,0.83095296,0.943,FALSE,-0.0242,-0.0619,0.264,0.12,-0.0861,
OTUB1,Q96FW1,0.827913877,0.943,FALSE,-0.0257,0.0717,-0.0716,-0.188,0.046,
PRDX2,P32119,0.845723163,0.943,FALSE,-0.0375,0.149,0.018,-0.532,0.111,
PSMD4,P55036,0.830006728,0.943,FALSE,0.0328,0.112,-0.364,-0.271,0.145,
RAB32,Q13637,0.829726796,0.943,FALSE,0.0371,0.0183,-0.664,0.295,0.0554,
RBMX,P38159,0.833305658,0.943,FALSE,-0.0319,0.184,-0.369,-0.428,0.152,
RPL37A,P61513,0.838135588,0.943,FALSE,-0.0314,-0.0262,0.0652,0.124,-0.0576,
RPL4,P36578,0.840561675,0.943,FALSE,0.0222,-0.0475,0.0627,0.104,-0.0253,
SEC22B,O75396,0.828436931,0.943,FALSE,0.0267,-0.075,-0.129,0.332,-0.0483,
SUN2,B0QY60,0.838025581,0.943,FALSE,-0.032,-0.0832,-0.295,0.593,-0.115,
UCHL1,D6RE83,0.834497156,0.943,FALSE,0.0378,-0.0921,0.0308,0.272,-0.0543,
USP11,G5E9A6,0.837879014,0.943,FALSE,-0.0341,-0.0603,0.00246,0.307,-0.0943,
YIF1B,Q5BJH7-6,0.831863863,0.943,FALSE,-0.0346,0.0347,0.0993,-0.136,9.73E-05,
ABCB7,A0A590UJS8,0.85456391,0.944,FALSE,0.0184,0.0315,0.0538,-0.199,0.05,
ACACA,Q13085,0.863391861,0.944,FALSE,-0.0394,0.125,0.0114,-0.43,0.0858,
ACSL3,A0A7P0TA76,0.862348233,0.944,FALSE,-0.0138,0.0255,0.0156,-0.085,0.0118,
ARHGEF1,M0QZR4,0.858431209,0.944,FALSE,0.0198,-0.0505,-0.289,0.355,-0.0307,
CALU,O43852,0.855787789,0.944,FALSE,-0.0387,0.163,-0.318,-0.363,0.124,
CYC1,P08574,0.855528313,0.944,FALSE,-0.0331,0.118,-0.379,-0.153,0.0849,
DSTN,P60981,0.852273814,0.944,FALSE,-0.0302,0.0334,0.145,-0.17,0.0032,
EMILIN2,Q9BXX0,0.855461199,0.944,FALSE,-0.0494,0.105,0.451,-0.624,0.0561,
ESRP1,A0A2U3TZN9,0.850698912,0.944,FALSE,0.0454,-0.302,0.126,1.03,-0.257,
H2AFX,P16104,0.867629124,0.944,FALSE,-0.0532,-0.0442,-0.428,0.568,-0.0974,
HSDL1,Q3SXM5,0.860395013,0.944,FALSE,0.0239,0.156,0.0581,-0.711,0.18,
LARS2,Q15031,0.861005389,0.944,FALSE,0.0191,-0.0288,0.138,-0.0152,-0.00969,
MRPL20,Q9BYC9,0.865191106,0.944,FALSE,-0.0187,-0.0244,-0.207,0.273,-0.0431,
MTHFD1,V9GYY3,0.850027018,0.944,FALSE,0.0197,-0.0608,0.226,0.0532,-0.0412,
OGDH,E9PDF2,0.855644778,0.944,FALSE,0.0624,-0.0164,0.478,-0.378,0.0459,
OSBP,P22059,0.864416011,0.944,FALSE,0.0198,0.0521,-0.325,-0.0313,0.0719,
PHF3,Q92576-2,0.861409287,0.944,FALSE,-0.0292,0.0768,-0.0822,-0.194,0.0475,
PIGT,Q969N2,0.850917233,0.944,FALSE,0.054,-0.0212,-0.441,0.271,0.0328,
PLD1,Q13393-2,0.850789015,0.944,FALSE,-0.0435,0.0695,0.126,-0.275,0.026,
RBM15,A0A494C001,0.851771374,0.944,FALSE,-0.0182,0.125,-0.353,-0.226,0.106,
RPS27A,P62979,0.851168645,0.944,FALSE,-0.025,-0.111,0.093,0.432,-0.136,
S100A10,P60903,0.852729429,0.944,FALSE,0.048,-0.19,-0.254,0.833,-0.142,
SRSF3,P84103,0.848852528,0.944,FALSE,0.0277,-0.0585,0.122,0.0973,-0.0308,
SSB,P05455,0.857840663,0.944,FALSE,0.0316,-0.135,0.52,0.129,-0.103,
SSR4,P51571,0.85521897,0.944,FALSE,0.0238,0.074,-0.5,-0.0102,0.0978,
UBE2D3,A0A087WY85,0.868609091,0.944,FALSE,-0.0176,0.106,-0.225,-0.238,0.0883,
UNC45B,Q8IWX7,0.868679329,0.944,FALSE,0.0392,0.629,0.743,-3.09,0.668,
XPO1,O14980,0.867374237,0.944,FALSE,0.0156,-0.0159,0.114,-0.0437,-0.000329,
A1CF,Q9NQ94,0.883048681,0.945,FALSE,0.0634,0.147,-1.85,0.521,0.21,
AASS,Q9UDR5,0.892156917,0.945,FALSE,-0.0221,0.0486,-0.122,-0.0688,0.0265,
ABCF3,Q9NUQ8-2,0.890450516,0.945,FALSE,0.0177,-0.0589,0.00105,0.2,-0.0412,
ACO1,P21399,0.888202139,0.945,FALSE,-0.0213,0.0804,-0.0556,-0.242,0.0591,
AKAP8L,A0A7P0TAE3,0.888895079,0.945,FALSE,0.0199,0.0678,-0.0562,-0.273,0.0877,
ALDH3A2,P51648-2,0.880110583,0.945,FALSE,0.0469,-0.268,0.0383,0.951,-0.221,
AP2A1,O95782-2,0.877958252,0.945,FALSE,-0.0149,0.0262,-0.0181,-0.0631,0.0113,
ATP1A1,P05023,0.88295423,0.945,FALSE,0.0173,0.177,-0.0404,-0.714,0.194,
BCKDK,O14874-2,0.876321282,0.945,FALSE,0.0373,0.00923,0.269,-0.291,0.0465,
BLVRA,P53004,0.88775756,0.945,FALSE,0.0215,0.1,-0.00837,-0.439,0.122,
CACYBP,Q9HB71,0.890798162,0.945,FALSE,0.0166,-0.0541,0.0996,0.117,-0.0375,
CCBL2,Q6YP21-3,0.875413058,0.945,FALSE,-0.0175,-0.221,0.338,0.693,-0.238,
EEF1B2,P24534,0.872093183,0.945,FALSE,0.0248,0.126,-0.22,-0.407,0.151,
EIF1AX,P47813,0.887329394,0.945,FALSE,0.0213,-0.136,0.188,0.377,-0.115,
FLNA,P21333-2,0.870766871,0.945,FALSE,-0.0303,-0.059,-0.226,0.447,-0.0893,
FSCN1,Q16658,0.876842539,0.945,FALSE,-0.0185,-0.185,0.333,0.555,-0.204,
FTCD,O95954,0.876095504,0.945,FALSE,0.02,0.0896,-0.285,-0.209,0.11,
GFPT1,Q06210-2,0.878576553,0.945,FALSE,-0.0167,-0.0152,-0.127,0.179,-0.0319,
GNL3,Q9BVP2-2,0.872258133,0.945,FALSE,-0.0219,-0.0316,0.115,0.0931,-0.0535,
GSTO1,P78417,0.880076207,0.945,FALSE,0.0655,-0.118,-0.657,0.78,-0.0527,
HSP90AB1,P08238,0.882974887,0.945,FALSE,0.0111,-0.0137,-0.0723,0.0806,-0.00253,
IPO9,Q96P70,0.886382668,0.945,FALSE,0.0183,0.0711,-0.242,-0.16,0.0895,
MAGED1,Q9Y5V3,0.884112832,0.945,FALSE,-0.0339,-0.0287,-0.0596,0.222,-0.0626,
MAT2A,P31153,0.874341901,0.945,FALSE,0.027,-0.159,0.027,0.565,-0.132,
MRTO4,Q9UKD2,0.880663239,0.945,FALSE,-0.0304,-0.106,0.297,0.287,-0.137,
MYL3,P08590,0.876505412,0.945,FALSE,-0.0657,0.667,0.241,-2.7,0.601,
PA2G4,Q9UQ80,0.870881395,0.945,FALSE,-0.0338,-0.0358,0.23,0.0576,-0.0696,
PAFAH1B1,A0A6Q8PFU3,0.882844159,0.945,FALSE,-0.0355,-0.228,0.14,0.891,-0.264,
PRKCD,Q05655,0.881298182,0.945,FALSE,-0.054,-0.145,-0.711,1.16,-0.199,
PSMD5,Q16401-2,0.891988904,0.945,FALSE,0.0133,-0.028,-0.00712,0.0903,-0.0147,
RBM14,Q96PK6,0.870338139,0.945,FALSE,0.0327,0.402,-1.1,-0.943,0.435,
S100A11,P31949,0.890355154,0.945,FALSE,-0.0275,-0.197,-0.192,0.972,-0.225,
SRSF10,Q5JRI1,0.888625345,0.945,FALSE,-0.0189,0.00416,0.0548,-0.0153,-0.0148,
STAT2,A0A8V8TLJ4,0.88335878,0.945,FALSE,0.0169,-0.0787,-0.0317,0.302,-0.0618,
STOML2,Q9UJZ1-2,0.869977946,0.945,FALSE,-0.02,-0.0305,-0.00521,0.165,-0.0505,
TBL3,Q12788,0.870710324,0.945,FALSE,-0.0176,-0.0871,0.404,0.114,-0.105,
USP47,Q96K76-4,0.876983182,0.945,FALSE,0.0168,0.0462,-0.167,-0.107,0.0631,
VCAN,P13611-2,0.881123701,0.945,FALSE,0.0215,-0.0583,0.121,0.11,-0.0368,
VPS33B,A0A2R8YDQ0,0.887040734,0.945,FALSE,-0.0182,0.0351,0.116,-0.181,0.0169,
ADAMTS16,Q8TE57,0.905517096,0.946,FALSE,-0.0384,-0.174,-0.0872,0.832,-0.213,
ALDH18A1,P54886,0.913628527,0.946,FALSE,0.0154,-0.0427,-0.355,0.376,-0.0272,
ANGPTL2,Q9UKU9,0.914872958,0.946,FALSE,-0.0236,-0.228,0.347,0.727,-0.251,
ANXA7,P20073-2,0.900094496,0.946,FALSE,-0.0156,0.00642,-0.395,0.268,-0.00914,
CSK,P41240,0.897725311,0.946,FALSE,0.0137,0.0333,0.0523,-0.196,0.0471,
CTNNB1,B4DGU4,0.91053723,0.946,FALSE,0.0132,0.179,-0.34,-0.517,0.193,
DDX50,Q9BQ39,0.911365251,0.946,FALSE,-0.0118,0.116,-0.0398,-0.412,0.104,
DHCR24,A0A0A0MTI1,0.894976984,0.946,FALSE,0.0275,-0.051,-0.098,0.214,-0.0235,
ECHDC1,H0Y5L2,0.893357449,0.946,FALSE,0.0214,0.062,-0.215,-0.148,0.0834,
EFTUD1,H0YKI9,0.892353233,0.946,FALSE,-0.0141,-0.0243,0.165,0.0153,-0.0384,
EMC1,A0A8I5KW55,0.909650982,0.946,FALSE,0.013,-0.00498,-0.0863,0.0515,0.00799,
ERP44,A0A8I5KU76,0.910176905,0.946,FALSE,0.0176,-0.0159,-0.13,0.115,0.0018,
FBRSL1,A0A7P0Z485,0.892376484,0.946,FALSE,-0.0371,-0.0158,-0.367,0.382,-0.0529,
FLNB,O75369-2,0.903302397,0.946,FALSE,-0.0235,-0.0335,-0.51,0.521,-0.0569,
FOXP4,B7ZBM3,0.904644517,0.946,FALSE,-0.0206,0.0224,-0.332,0.173,0.00182,
GALE,Q14376,0.912121955,0.946,FALSE,-0.018,-0.0978,0.0585,0.388,-0.116,
GLB1,P16278-3,0.898596557,0.946,FALSE,0.0239,-0.1,-0.104,0.423,-0.0765,
GSTZ1,A0A0C4DFM0,0.907379823,0.946,FALSE,0.0115,-0.000868,-0.0426,0.00894,0.0106,
HLCS,A0A6Q8PFK4,0.896496547,0.946,FALSE,-0.0271,0.101,-0.192,-0.221,0.0737,
HNRNPD,Q14103-3,0.89457534,0.946,FALSE,-0.0173,0.0661,0.0411,-0.257,0.0488,
MRPL37,Q9BZE1,0.896122909,0.946,FALSE,0.016,-0.084,-0.0582,0.343,-0.068,
MRPS16,Q9Y3D3,0.904362093,0.946,FALSE,-0.0369,-0.101,0.988,-0.182,-0.138,
NAP1L4,Q99733,0.896410938,0.946,FALSE,-0.0214,-0.0519,0.573,-0.132,-0.0733,
NAV1,A0A0A0MRJ3,0.905359127,0.946,FALSE,0.0234,0.00874,-0.356,0.155,0.0321,
OTUD4,Q01804,0.897741205,0.946,FALSE,-0.0321,0.101,0.274,-0.521,0.0686,
PIGK,Q92643,0.913784194,0.946,FALSE,0.014,-0.00072,-0.0714,0.0225,0.0133,
PRDX1,Q06830,0.895605196,0.946,FALSE,0.022,-0.0279,0.088,0.00913,-0.00596,
PRPF31,Q8WWY3,0.896582094,0.946,FALSE,0.0139,0.0162,0.119,-0.172,0.0302,
PSAT1,Q9Y617,0.908726003,0.946,FALSE,-0.0449,-0.137,0.0639,0.596,-0.182,
PSMD12,O00232,0.909957454,0.946,FALSE,0.0107,-0.0695,0.125,0.174,-0.0589,
PSMD14,O00487,0.895382364,0.946,FALSE,0.0179,0.0338,-0.117,-0.0929,0.0517,
RAB14,P61106,0.895741718,0.946,FALSE,0.0164,-0.0992,-0.0153,0.374,-0.0828,
RPL36,Q9Y3U8,0.914720824,0.946,FALSE,0.0177,0.00183,-0.0368,-0.0181,0.0195,
SAP18,O00422,0.903258384,0.946,FALSE,0.0177,-0.137,0.277,0.328,-0.119,
SEC16A,F1T0I1,0.909429677,0.946,FALSE,0.0237,0.0717,-0.782,0.187,0.0953,
SEC31A,D6REX3,0.911470121,0.946,FALSE,0.015,-0.104,0.00926,0.381,-0.0894,
SERBP1,Q8NC51-3,0.911509803,0.946,FALSE,0.0196,0.128,-0.0567,-0.512,0.147,
SRSF7,A0A0B4J1Z1,0.896733936,0.946,FALSE,-0.0202,-0.0761,0.552,-0.0233,-0.0963,
TAF15,Q92804-2,0.909450517,0.946,FALSE,0.0182,0.547,-0.56,-1.85,0.566,
TNNC1,P63316,0.903690065,0.946,FALSE,0.0521,0.517,0.565,-2.55,0.569,
UBE2E2,C9J180,0.912398966,0.946,FALSE,0.0182,0.0512,-0.0759,-0.191,0.0695,
UQCRC1,P31930,0.89235057,0.946,FALSE,-0.0198,0.208,0.0601,-0.832,0.188,
UTP18,Q9Y5J1,0.897351488,0.946,FALSE,0.0129,-0.106,0.31,0.191,-0.0929,
WDR11,Q9BZH6,0.894339171,0.946,FALSE,-0.0143,-0.0204,-0.231,0.264,-0.0347,
XPOT,O43592,0.912378488,0.946,FALSE,0.0169,-0.00287,-0.0234,-0.00685,0.0141,
APPL1,Q9UKG1,0.9333729,0.947,FALSE,0.00778,-0.00289,-0.0596,0.0357,0.00489,
ASPH,Q12797-10,0.926760411,0.947,FALSE,-0.0135,0.0498,0.0317,-0.193,0.0363,
BLVRB,P30043,0.926404588,0.947,FALSE,0.0211,-0.217,0.174,0.708,-0.195,
BPHL,Q86WA6-2,0.92525087,0.947,FALSE,-0.014,0.0623,-0.103,-0.153,0.0484,
CDK1,P06493,0.925010312,0.947,FALSE,0.0128,-0.183,0.239,0.546,-0.17,
CECR5,Q9BXW7,0.936637714,0.947,FALSE,-0.00969,0.0246,0.196,-0.21,0.0149,
CIAO1,O76071,0.931351695,0.947,FALSE,0.0164,-0.0709,-0.0484,0.283,-0.0545,
COG1,Q8WTW3,0.921001792,0.947,FALSE,-0.0163,0.00648,-0.0732,0.0555,-0.00985,
COPE,M0QXB4,0.930714922,0.947,FALSE,0.014,0.0544,-0.383,0.01,0.0684,
CSNK1A1,U3KPX3,0.936847561,0.947,FALSE,-0.00948,0.0289,0.172,-0.212,0.0194,
CTSZ,Q9UBR2,0.923735594,0.947,FALSE,0.0219,-0.0057,-0.354,0.215,0.0162,
DIS3,Q9Y2L1,0.928783809,0.947,FALSE,-0.00914,-0.0679,0.209,0.151,-0.077,
DNAJB11,Q9UBS4,0.916491121,0.947,FALSE,-0.0123,-0.0251,-0.262,0.299,-0.0374,
EIF3C,Q99613,0.917320058,0.947,FALSE,-0.00886,0.0206,-0.0386,-0.0391,0.0118,
ENO1,P06733,0.932603918,0.947,FALSE,0.0129,-0.0145,0.0293,0.0124,-0.00151,
EPPK1,P58107,0.933784948,0.947,FALSE,0.0386,-0.235,-0.746,1.36,-0.196,
ERLIN2,O94905,0.938449259,0.947,FALSE,0.0138,-0.0362,-0.122,0.198,-0.0224,
FAM175B,Q15018,0.932572714,0.947,FALSE,-0.0121,0.0342,-0.138,-0.0202,0.0221,
FBRS,J3KNZ9,0.92934708,0.947,FALSE,0.0205,0.0553,-0.182,-0.14,0.0757,
FNDC3A,Q9Y2H6-2,0.935649397,0.947,FALSE,-0.0136,-0.102,-0.0782,0.488,-0.116,
GTPBP1,O00178,0.917167173,0.947,FALSE,0.00908,0.0609,0.0245,-0.278,0.0699,
HNRNPA2B1,P22626,0.93360003,0.947,FALSE,-0.00854,0.323,-0.275,-1.09,0.315,
IARS2,Q9NSE4,0.925100928,0.947,FALSE,-0.00934,0.0547,0.0865,-0.258,0.0454,
IDH3G,P51553,0.921454738,0.947,FALSE,-0.0183,0.221,-0.024,-0.832,0.203,
IFI16,Q16666-2,0.929089493,0.947,FALSE,-0.0429,0.971,1.54,-4.82,0.928,
IMPDH2,E7ETK5,0.929190468,0.947,FALSE,-0.0165,-0.243,0.464,0.695,-0.259,
LANCL1,O43813,0.922468666,0.947,FALSE,0.0135,-0.045,0.178,0.0342,-0.0316,
MPC2,Q5R3B4,0.922947982,0.947,FALSE,-0.0253,0.211,-0.0917,-0.732,0.186,
MTPN,C9JL85,0.939647078,0.947,FALSE,0.0119,-0.055,0.204,0.0602,-0.0432,
NUDT16L1,K7EIN2,0.93475268,0.947,FALSE,0.00785,0.00303,0.179,-0.147,0.0109,
OBSCN,A6NGQ3,0.937476276,0.947,FALSE,0.0597,0.515,0.014,-2.19,0.575,
PAFAH1B3,Q15102,0.93105124,0.947,FALSE,0.00964,-0.0384,-0.0734,0.183,-0.0287,
PARVA,Q9NVD7,0.925104542,0.947,FALSE,-0.0135,0.0979,-0.0941,-0.302,0.0844,
PCBP1,Q15365,0.927864204,0.947,FALSE,0.00997,0.127,-0.113,-0.452,0.137,
PMPCB,O75439,0.92143791,0.947,FALSE,-0.0143,-0.0606,0.159,0.165,-0.0749,
PYGB,P11216,0.930761655,0.947,FALSE,-0.0151,0.19,-0.00713,-0.725,0.175,
RAB2A,P61019,0.935308842,0.947,FALSE,-0.0104,-0.0976,0.141,0.317,-0.108,
RAB7A,A0A6Q8PG52,0.916833175,0.947,FALSE,-0.0303,-0.339,0.575,1.03,-0.369,
RPL12,P30050,0.919472313,0.947,FALSE,-0.0108,-0.122,0.255,0.338,-0.132,
RPS15,P62841,0.916780944,0.947,FALSE,0.0149,0.0415,-0.115,-0.119,0.0564,
11-Sep,D6RGI3,0.922734997,0.947,FALSE,-0.0185,0.132,-0.19,-0.364,0.113,
SERPINB6,A0A2R8YD12,0.933867819,0.947,FALSE,-0.0223,0.106,-0.181,-0.257,0.0832,
SLC35B2,Q8TB61-3,0.935769858,0.947,FALSE,0.0131,-0.0626,-0.164,0.333,-0.0496,
SRPRB,Q9Y5M8,0.923503529,0.947,FALSE,0.0117,0.0108,-0.259,0.106,0.0225,
STAU2,E5RJN7,0.934163264,0.947,FALSE,0.0094,0.00442,0.109,-0.109,0.0138,
TARS,P26639,0.92472453,0.947,FALSE,0.0203,-0.213,0.257,0.642,-0.193,
TCF25,Q9BQ70,0.922198644,0.947,FALSE,0.0102,0.0085,-0.145,0.0425,0.0187,
TMED2,Q15363,0.924246924,0.947,FALSE,0.0201,0.02,-0.475,0.197,0.0401,
ABCE1,P61221,0.957027171,0.948,FALSE,-0.0111,-0.202,0.449,0.531,-0.213,
AP1B1,Q10567-4,0.958694695,0.948,FALSE,-0.00538,-0.0314,-0.0704,0.183,-0.0368,
ATN1,P54259,0.963739119,0.948,FALSE,-0.0121,-0.0337,0.106,0.0885,-0.0458,
ATP5C1,P36542-2,0.943827897,0.948,FALSE,-0.00938,0.16,-0.0148,-0.61,0.15,
BYSL,Q13895,0.95636851,0.948,FALSE,-0.0102,-0.246,0.554,0.634,-0.256,
C16orf13,A0A087WYU2,0.956270672,0.948,FALSE,-0.00682,-0.0358,0.0648,0.114,-0.0426,
C16orf58,H3BR29,0.960990253,0.948,FALSE,0.00587,0.0666,-0.161,-0.171,0.0725,
CANX,P27824-2,0.949872342,0.948,FALSE,-0.00917,-0.0449,-0.193,0.327,-0.0541,
CCT4,P50991,0.948795465,0.948,FALSE,0.00487,-0.0611,0.612,-0.174,-0.0562,
CIAPIN1,H3BV90,0.95396435,0.948,FALSE,0.0225,0.0887,-0.289,-0.207,0.111,
COL22A1,Q8NFW1,0.940314097,0.948,FALSE,0.0424,0.14,0.684,-1.1,0.182,
CON__P00761,CON__P00761,0.961103671,0.948,FALSE,0.0107,0.026,0.0613,-0.166,0.0367,
DNAJB2,P25686,0.958653217,0.948,FALSE,0.00823,0.0611,0.0264,-0.278,0.0693,
EIF3G,O75821,0.942790254,0.948,FALSE,-0.00737,0.0677,-0.00781,-0.251,0.0603,
EMC8,O43402,0.963309038,0.948,FALSE,0.00425,-0.0367,-0.0534,0.174,-0.0324,
FBXO22,Q8NEZ5-3,0.941138225,0.948,FALSE,0.00976,-0.00882,0.112,-0.0586,0.000933,
GGCX,A0A8I5QKY1,0.956515342,0.948,FALSE,-0.00916,0.0061,-0.264,0.17,-0.00307,
GMPS,P49915,0.951528787,0.948,FALSE,-0.005,-0.0667,0.202,0.142,-0.0717,
GNB1,P62873-2,0.96113715,0.948,FALSE,-0.00782,-0.119,-0.0436,0.521,-0.127,
